"","Year","Stage","elapsed","Date","Origin","Distance","Destination","Type","Average_speed"
"561",2005,13,13394,2005-07-15,"Miramas",173.5,"Montpellier","1",46.6328206659698
"562",2005,14,20623,2005-07-16,"Agde",220.5,"Ax 3 Domaines","3",38.4910051883819
"563",2005,15,21998,2005-07-17,"Lézat-sur-Lèze",205.5,"Saint-Lary-Soulan Pla d'Adet","3",33.6303300300027
"564",2005,16,16720,2005-07-19,"Mourenx",180.5,"Pau","3",38.8636363636364
"565",2005,17,20479,2005-07-20,"Pau",239.5,"Revel","1",42.1016651203672
"566",2005,18,16656,2005-07-21,"Albi",189,"Mende","2",40.850144092219
"567",2005,19,12784,2005-07-22,"Issoire",153.5,"Le Puy-en-Velay","2",43.2259073842303
"569",2005,20,4306,2005-07-23,"Saint-Étienne",55.5,"Saint-Étienne","0",46.4003715745471
"570",2005,21,13257,2005-07-24,"Corbeil-Essonnes",144.5,"Paris","1",39.2396469789545
"578",2006,0,497,2006-07-01,"Strasbourg",7.1,"Strasbourg","0",51.4285714285714
"579",2006,1,15000,2006-07-02,"Strasbourg",184.5,"Strasbourg","1",44.28
"591",2006,2,20174,2006-07-03,"Obernai",228.5,"Esch-sur-Alzette","1",40.7752552790721
"593",2006,3,17874,2006-07-04,"Esch-sur-Alzette",216.5,"Valkenburg","2",43.6052366565962
"594",2006,4,17990,2006-07-05,"Huy",207,"Saint-Quentin","1",41.4230127848805
"595",2006,5,19130,2006-07-06,"Beauvais",225,"Caen","1",42.3418714061683
"596",2006,6,15017,2006-07-07,"Lisieux",189,"Vitré","1",45.308650196444
"597",2006,7,3703,2006-07-08,"Saint Grégoire",52,"Rennes","0",50.5536051849851
"598",2006,8,15198,2006-07-09,"Saint-Méen-le-Grand",181,"Lorient","1",42.8740623766285
"599",2006,9,12924,2006-07-11,"Bordeaux",169.5,"Dax","1",47.2144846796657
"580",2006,10,17350,2006-07-12,"Cambo-les-Bains",190.5,"Pau","3",39.5273775216138
"581",2006,11,21985,2006-07-13,"Tarbes",206.5,"Val d'Aran/Pla-de-Beret","3",33.8139640664089
"582",2006,12,16498,2006-07-14,"Luchon",211.5,"Carcassonne","2",46.151048611953
"583",2006,13,19476,2006-07-15,"Béziers",230,"Montélimar","1",42.5138632162662
"584",2006,14,15263,2006-07-16,"Montélimar",180.5,"Gap","2",42.5735438642469
"585",2006,15,17542,2006-07-18,"Gap",187,"Alpe d'Huez","3",38.376467905598
"586",2006,16,20164,2006-07-19,"Le Bourg-d'Oisans",182,"La Toussuire","3",32.4935528664947
"587",2006,17,19416,2006-07-20,"Saint-Jean-de-Maurienne",200.5,"Morzine","3",37.1755253399258
"588",2006,17,19758,2006-07-20,"Saint-Jean-de-Maurienne",200.5,"Morzine","3",36.5320376556332
"589",2006,18,15375,2006-07-21,"Morzine",197,"Mâcon","1",46.1268292682927
"590",2006,19,4065,2006-07-22,"Le Creusot",57,"Montceau-les-Mines","0",50.479704797048
"592",2006,20,14212,2006-07-23,"Antony/Parc de Sceaux",154.5,"Paris","1",39.1359414579229
"600",2007,0,530,2007-07-07,"London",7.9,"London","0",53.6603773584906
"601",2007,1,16741,2007-07-08,"London",203,"Canterbury","1",43.6533062541067
"614",2007,2,13702,2007-07-09,"Dunkirk",168.5,"Ghent","1",44.2709093562984
"616",2007,3,23775,2007-07-10,"Waregem - Compiègne",236.5,"Waregem - Compiègne","1",35.8107255520505
"617",2007,4,16667,2007-07-11,"Villers-Cotterêts",193,"Joigny","1",41.6871662566749
"618",2007,5,16741,2007-07-12,"Chablis",182.5,"Autun","2",39.2449674451944
"619",2007,6,19259,2007-07-13,"Semur-en-Auxois",199.5,"Bourg-en-Bresse","1",37.2916558492134
"620",2007,7,17593,2007-07-14,"Bourg-en-Bresse",197.5,"Le Grand-Bornand","3",40.4138009435571
"621",2007,8,17380,2007-07-15,"Le Grand-Bornand",165,"Tignes","3",34.1772151898734
"622",2007,9,15264,2007-07-17,"Val-d'Isère",159.5,"Briançon","3",37.6179245283019
"602",2007,10,19224,2007-07-18,"Tallard",229.5,"Marseille","1",42.9775280898876
"603",2007,11,13670,2007-07-19,"Marseille",182.5,"Montpellier","1",48.0614484272129
"604",2007,12,15932,2007-07-20,"Montpellier",178.5,"Castres","2",40.3339191564148
"605",2007,13,3994,2007-07-21,"Albi",54,"Albi","0",48.6730095142714
"606",2007,13,4068,2007-07-21,"Albi",54,"Albi","0",47.787610619469
"607",2007,14,19548,2007-07-22,"Mazamet",197,"Plateau-de-Beille","3",36.279926335175
"608",2007,15,20068,2007-07-23,"Foix",196,"Loudenvielle","3",35.1604544548535
"609",2007,15,20119,2007-07-23,"Foix",196,"Loudenvielle","3",35.071325612605
"610",2007,16,23001,2007-07-25,"Orthez",218.5,"Gourette–Col d'Aubisque","3",34.1985131081257
"611",2007,17,15244,2007-07-26,"Pau",188.5,"Castelsarrasin","2",44.5158750983994
"612",2007,18,18811,2007-07-27,"Cahors",211,"Angoulême","1",40.3806283557493
"613",2007,19,3764,2007-07-28,"Cognac",55.5,"Angoulême","0",53.0818278427205
"615",2007,20,13863,2007-07-29,"Marcoussis",146,"Paris","1",37.9138714563947
"623",2008,1,16567,2008-07-05,"Brest",197.5,"Plumelec","1",42.9166415162673
"635",2008,2,13513,2008-07-06,"Auray",164.5,"Saint-Brieuc","1",43.8244653296825
"638",2008,3,18327,2008-07-07,"Saint-Malo",208,"Nantes","1",40.8577508593878
"639",2008,4,2144,2008-07-08,"Cholet",29.5,"Cholet","0",49.5335820895522
"640",2008,5,19672,2008-07-09,"Cholet",232,"Châteauroux","1",42.4562830418869
"641",2008,6,17872,2008-07-10,"Aigurande",195.5,"Super-Besse Sancy","2",39.3800358102059
"642",2008,6,17873,2008-07-10,"Aigurande",195.5,"Super-Besse Sancy","2",39.3778324847535
"643",2008,7,13973,2008-07-11,"Brioude",159,"Aurillac","2",40.9647176697917
"644",2008,8,14574,2008-07-12,"Figeac",172.5,"Toulouse","1",42.6101276245368
"645",2008,9,20368,2008-07-13,"Toulouse",224,"Bagnères-de-Bigorre","3",39.5915161036921
"646",2008,9,20432,2008-07-13,"Toulouse",224,"Bagnères-de-Bigorre","3",39.4675019577134
"624",2008,10,15567,2008-07-14,"Pau",156,"Hautacam","3",36.076315282328
"625",2008,10,15567,2008-07-14,"Pau",156,"Hautacam","3",36.076315282328
"626",2008,11,14293,2008-07-16,"Lannemezan",167.5,"Foix","2",42.1884838732247
"627",2008,12,13252,2008-07-17,"Lavelanet",168.5,"Narbonne","1",45.7742227588289
"628",2008,13,15942,2008-07-18,"Narbonne",182,"Nîmes","1",41.0989838163342
"629",2008,14,15188,2008-07-19,"Nîmes",194.5,"Digne-les-Bains","1",46.1021859362655
"630",2008,15,17444,2008-07-20,"Embrun",183,"Prato Nevoso","3",37.7665673010777
"631",2008,16,16287,2008-07-22,"Cuneo",157,"Jausiers","3",34.702523484988
"632",2008,17,22078,2008-07-23,"Embrun",210.5,"Alpe d'Huez","3",34.3237612102546
"633",2008,18,16221,2008-07-24,"Bourg-d'Oisans",196.5,"Saint-Étienne","2",43.610135010172
"634",2008,19,13029,2008-07-25,"Roanne",165.5,"Montluçon","1",45.7287589224039
"636",2008,20,3830,2008-07-26,"Cérilly",53,"Saint-Amand-Montrond","0",49.8172323759791
"637",2008,21,13898,2008-07-27,"Étampes",143,"Paris","1",37.0413009066053
"647",2009,1,1172,2009-07-04,"Monaco",15.5,"Monaco","0",47.6109215017065
"659",2009,2,16202,2009-07-05,"Monaco",187,"Brignoles","1",41.550425873349
"662",2009,3,18084,2009-07-06,"Marseille",196.5,"La Grande-Motte","1",39.1174518911745
"664",2009,5,16175,2009-07-08,"Cap d'Agde",196.5,"Perpignan","1",43.7341576506955
"665",2009,6,15693,2009-07-09,"Girona",181.5,"Barcelona","1",41.6363983941885
"666",2009,7,22291,2009-07-10,"Barcelona",224,"Andorra-Arcalis","3",36.1760351711453
"667",2009,8,16310,2009-07-11,"Andorra la Vella",176.5,"Saint-Girons","3",38.9576946658492
"668",2009,9,14731,2009-07-12,"Saint-Gaudens",160.5,"Tarbes","3",39.2234064218315
"648",2009,10,17203,2009-07-14,"Limoges",194.5,"Issoudun","1",40.7022031041097
"649",2009,11,15475,2009-07-15,"Vatan",192,"Saint-Fargeau","1",44.6655896607431
"650",2009,12,17544,2009-07-16,"Tonnerre",211.5,"Vittel","1",43.3994528043776
"651",2009,13,17786,2009-07-17,"Vittel",200,"Colmar","2",40.4812774091982
"652",2009,14,16666,2009-07-18,"Colmar",199,"Besançon","1",42.9857194287772
"653",2009,15,18238,2009-07-19,"Pontarlier",207.5,"Verbier","3",40.9584384252659
"654",2009,16,15260,2009-07-21,"Martigny",159,"Bourg-Saint-Maurice","3",37.5098296199214
"655",2009,16,15266,2009-07-21,"Martigny",159,"Bourg-Saint-Maurice","3",37.4950871217084
"656",2009,17,17634,2009-07-22,"Bourg-Saint-Maurice",169.5,"Le Grand-Bornand","3",34.603606668935
"657",2009,18,2911,2009-07-23,"Annecy",40.5,"Annecy","0",50.0858811405015
"658",2009,19,13835,2009-07-24,"Bourgoin-Jallieu",178,"Aubenas","1",46.3173111673292
"660",2009,20,16761,2009-07-25,"Montélimar",167,"Mont Ventoux","3",35.8689815643458
"661",2009,21,14538,2009-07-26,"Montereau-Fault-Yonne",164,"Paris","1",40.6108130416839
"669",2010,0,600,2010-07-03,"Rotterdam",8.9,"Rotterdam","0",53.4
"670",2010,1,18578,2010-07-04,"Rotterdam",223.5,"Brussels","1",43.3092905587254
"681",2010,2,16848,2010-07-05,"Brussels",201,"Spa","1",42.9487179487179
"683",2010,3,17378,2010-07-06,"Wanze",213,"Arenberg Porte du Hainaut","1",44.12475543791
"684",2010,4,12895,2010-07-07,"Cambrai",153.5,"Reims","1",42.85381930981
"685",2010,5,16250,2010-07-08,"Épernay",187.5,"Montargis","1",41.5384615384615
"686",2010,6,20262,2010-07-09,"Montargis",227.5,"Gueugnon","1",40.4204915605567
"687",2010,7,15772,2010-07-10,"Tournus",165.5,"Station des Rousses","2",37.7758052244484
"688",2010,8,17651,2010-07-11,"Station des Rousses",189,"Morzine-Avoriaz","3",38.5473910826582
"689",2010,9,20290,2010-07-13,"Morzine-Avoriaz",204.5,"Saint-Jean-de-Maurienne","3",36.2838836865451
"671",2010,10,18656,2010-07-14,"Chambéry",179,"Gap","2",34.541166380789
"672",2010,11,16949,2010-07-15,"Sisteron",184.5,"Bourg-lès-Valence","1",39.1881526933742
"673",2010,12,17906,2010-07-16,"Bourg-de-Péage",210.5,"Mende","2",42.3210097174132
"674",2010,13,15986,2010-07-17,"Rodez",196,"Revel","1",44.1386212936319
"675",2010,14,17562,2010-07-18,"Revel",184.5,"Ax 3 Domaines","3",37.8202938161941
"676",2010,15,17098,2010-07-19,"Pamiers",187.5,"Bagnères-de-Luchon","3",39.4783015557375
"677",2010,16,19903,2010-07-20,"Bagnères-de-Luchon",199.5,"Pau","3",36.0850123097021
"678",2010,17,18209,2010-07-22,"Pau",174,"Col du Tourmalet","3",34.4005711461365
"679",2010,18,16629,2010-07-23,"Salies-de-Béarn",198,"Bordeaux","1",42.8648746166336
"680",2010,19,3656,2010-07-24,"Bordeaux",52,"Pauillac","0",51.2035010940919
"682",2010,20,9741,2010-07-25,"Longjumeau",102.5,"Paris","1",37.8811210348014
"690",2011,1,16891,2011-07-02,"Passage du Gois",191.5,"Mont des Alouettes","1",40.8146350127287
"704",2011,3,16821,2011-07-04,"Olonne-sur-Mer",198,"Redon","1",42.3756019261637
"705",2011,4,15099,2011-07-05,"Lorient",172.5,"Mûr-de-Bretagne","1",41.1285515597059
"706",2011,5,13112,2011-07-06,"Carhaix",164.5,"Cap Fréhel","1",45.1647345942648
"707",2011,6,18817,2011-07-07,"Dinan",226.5,"Lisieux","1",43.3331561885529
"708",2011,7,20333,2011-07-08,"Le Mans",218,"Châteauroux","1",38.5973540549845
"709",2011,8,16606,2011-07-09,"Aigurande",189,"Super Besse","2",40.9731422377454
"710",2011,9,19629,2011-07-10,"Issoire",208,"Saint-Flour","2",38.147638697845
"691",2011,10,12681,2011-07-12,"Aurillac",158,"Carmaux","1",44.8545067423705
"692",2011,11,13567,2011-07-13,"Blaye-les-Mines",167.5,"Lavaur","1",44.4460824058377
"693",2011,12,21675,2011-07-14,"Cugnaux",211,"Luz Ardiden","3",35.0449826989619
"694",2011,13,13656,2011-07-15,"Pau",152.5,"Lourdes","3",40.2021089630931
"695",2011,14,18805,2011-07-16,"Saint-Gaudens",168.5,"Plateau de Beille","3",32.25737835682
"696",2011,15,15624,2011-07-17,"Limoux",192.5,"Montpellier","1",44.3548387096774
"697",2011,16,12698,2011-07-19,"Saint-Paul-Trois-Châteaux",162.5,"Gap","2",46.0702472830367
"698",2011,17,15480,2011-07-20,"Gap",179,"Pinerolo","3",41.6279069767442
"699",2011,18,22076,2011-07-21,"Pinerolo",200.5,"Col du Galibier-Serre Chevalier","3",32.6961406051821
"700",2011,19,11605,2011-07-22,"Modane",109.5,"Alpe d'Huez","3",33.968117190866
"702",2011,20,3334,2011-07-23,"Grenoble",42.5,"Grenoble","0",45.8908218356329
"703",2011,21,8822,2011-07-24,"Créteil",95,"Paris","1",38.7667195647246
"711",2012,0,433,2012-06-30,"Liège",6.4,"Liège","0",53.2101616628176
"712",2012,1,17899,2012-07-01,"Liège",198,"Seraing","1",39.823453824236
"723",2012,2,17819,2012-07-02,"Visé",207.5,"Tournai","1",41.9215444188787
"725",2012,3,16978,2012-07-03,"Orchies",197,"Boulogne-sur-Mer","2",41.7717045588409
"726",2012,4,19112,2012-07-04,"Abbeville",214.5,"Rouen","1",40.4039347007116
"727",2012,5,16890,2012-07-05,"Rouen",196.5,"Saint-Quentin","1",41.8827708703375
"728",2012,6,16620,2012-07-06,"Épernay",207.5,"Metz","1",44.9458483754513
"729",2012,7,17915,2012-07-07,"Tomblaine",199,"La Planche des Belles Filles","2",39.9888361708066
"730",2012,8,14170,2012-07-08,"Belfort",157.5,"Porrentruy","2",40.0141143260409
"731",2012,9,3084,2012-07-09,"Arc-et-Senans",41.5,"Besançon","0",48.443579766537
"713",2012,10,17186,2012-07-11,"Mâcon",194.5,"Bellegarde-sur-Valserine","3",40.7424647969277
"714",2012,11,17034,2012-07-12,"Albertville",148,"La Toussuire-Les Sybelles","3",31.278619232124
"715",2012,12,20566,2012-07-13,"Saint-Jean-de-Maurienne",226,"Annonay-Davézieux","2",39.5604395604396
"716",2012,13,17879,2012-07-14,"Saint-Paul-Trois-Châteaux",217,"Cap d'Agde","1",43.693718888081
"717",2012,14,17429,2012-07-15,"Limoux",191,"Foix","3",39.451488897814
"718",2012,15,13215,2012-07-16,"Samatan",158.5,"Pau","1",43.1782065834279
"719",2012,16,20102,2012-07-18,"Pau",197,"Bagnères-de-Luchon","3",35.2800716346632
"720",2012,17,15131,2012-07-19,"Bagnères-de-Luchon",143.5,"Peyragudes","3",34.1418280351596
"721",2012,18,17652,2012-07-20,"Blagnac",222.5,"Brive-la-Gaillarde","1",45.3772943575799
"722",2012,19,3853,2012-07-21,"Bonneval",53.5,"Chartres","0",49.987023098884
"724",2012,20,11287,2012-07-22,"Rambouillet",120,"Paris","1",38.2741206697971
"732",2013,1,17812,2013-06-29,"Porto-Vecchio",213,"Bastia","1",43.0496294632832
"743",2013,2,13391,2013-06-30,"Bastia",156,"Ajaccio","2",41.9386154880143
"746",2013,3,13284,2013-07-01,"Ajaccio",145.5,"Calvi","2",39.4308943089431
"748",2013,5,19911,2013-07-03,"Cagnes-sur-Mer",228.5,"Marseille","1",41.3138466174476
"749",2013,6,14342,2013-07-04,"Aix-en-Provence",176.5,"Montpellier","1",44.3034444289499
"750",2013,7,17652,2013-07-05,"Montpellier",205.5,"Albi","1",41.9102651257648
"751",2013,8,18198,2013-07-06,"Castres",195,"Ax 3 Domaines","3",38.5756676557863
"752",2013,9,16983,2013-07-07,"Saint-Girons",168.5,"Bagnères-de-Bigorre","3",35.7180710121887
"733",2013,10,17605,2013-07-09,"Saint-Gildas-des-Bois",197,"Saint-Malo","1",40.2840102243681
"734",2013,11,2189,2013-07-10,"Avranches",33,"Mont Saint-Michel","0",54.2713567839196
"735",2013,12,17389,2013-07-11,"Fougères",218,"Tours","1",45.1319799873483
"736",2013,13,13208,2013-07-12,"Tours",173,"Saint-Amand-Montrond","1",47.1532404603271
"737",2013,14,15311,2013-07-13,"Saint-Pourçain-sur-Sioule",191,"Lyon","2",44.9088890340278
"738",2013,15,20925,2013-07-14,"Givors",242.5,"Mont Ventoux","3",41.7204301075269
"739",2013,16,13965,2013-07-16,"Vaison-la-Romaine",168,"Gap","3",43.3082706766917
"740",2013,17,3093,2013-07-17,"Embrun",32,"Chorges","0",37.2453928225024
"741",2013,18,17492,2013-07-18,"Gap",172.5,"Alpe d'Huez","3",35.5019437457123
"742",2013,19,21541,2013-07-19,"Le Bourg-d'Oisans",204.5,"Le Grand-Bornand","3",34.1766863191124
"744",2013,20,13144,2013-07-20,"Annecy",125,"Semnoz","3",34.2361533779671
"745",2013,21,11174,2013-07-21,"Versailles",133.5,"Paris","1",43.0105602291033
"753",2014,1,17047,2014-07-05,"Leeds",190.5,"Harrogate","1",40.2299524843081
"764",2014,2,18516,2014-07-06,"York",201,"Sheffield","2",39.0797148412184
"767",2014,3,13110,2014-07-07,"Cambridge",155,"London","1",42.5629290617849
"768",2014,4,12999,2014-07-08,"Le Touquet-Paris-Plage",163.5,"Lille Metropole","1",45.2804061850912
"769",2014,5,11915,2014-07-09,"Ypres",152.5,"Arenberg Porte du Hainaut","2",46.0763743180864
"770",2014,6,15099,2014-07-10,"Arras",194,"Reims","1",46.2547188555533
"771",2014,7,19119,2014-07-11,"Épernay",234.5,"Nancy","1",44.1550290287149
"772",2014,8,13768,2014-07-12,"Tomblaine",161,"Gérardmer La Mauselaine","2",42.0976176641487
"773",2014,9,14974,2014-07-13,"Gérardmer",170,"Mulhouse","2",40.8708427941766
"754",2014,10,16046,2014-07-14,"Mulhouse",161.5,"La Planche des Belles Filles","3",36.2333291786115
"755",2014,11,15945,2014-07-16,"Besançon",187.5,"Oyonnax","2",42.3330197554092
"756",2014,12,16331,2014-07-17,"Bourg-en-Bresse",185.5,"Saint-Étienne","1",40.8915559365624
"757",2014,13,18749,2014-07-18,"Saint-Étienne",197.5,"Chamrousse","3",37.9220225078671
"758",2014,14,18507,2014-07-19,"Grenoble",177,"Risoul","3",34.4302155940995
"759",2014,15,17803,2014-07-20,"Tallard",222,"Nîmes","1",44.8913104532944
"760",2014,16,22030,2014-07-22,"Carcassonne",237.5,"Bagnères-de-Luchon","3",38.8107126645483
"761",2014,17,12923,2014-07-23,"Saint-Gaudens",124.5,"Saint-Lary Pla d’Adet","3",34.6823492996982
"762",2014,18,14657,2014-07-24,"Pau",145.5,"Hautacam","3",35.7371904209593
"763",2014,19,17021,2014-07-25,"Maubourguet Pays du Val d’Adour",208.5,"Bergerac","1",44.0984666000823
"765",2014,20,3981,2014-07-26,"Bergerac",54,"Périgueux","0",48.8319517709118
"766",2014,21,12050,2014-07-27,"Évry",137.5,"Paris","1",41.0788381742739
"774",2015,1,896,2015-07-04,"Utrecht",13.8,"Utrecht","0",55.4464285714286
"785",2015,2,12543,2015-07-05,"Utrecht",166,"Zeeland","1",47.6441042812724
"788",2015,3,12414,2015-07-06,"Antwerp",159.5,"Huy","1",46.2542290961817
"789",2015,4,19738,2015-07-07,"Seraing",223.5,"Cambrai","2",40.7640085115007
"790",2015,5,16740,2015-07-08,"Arras",189.5,"Amiens","1",40.752688172043
"791",2015,6,17626,2015-07-09,"Abbeville",191.5,"Le Havre","1",39.1126744581868
"792",2015,7,16045,2015-07-10,"Livarot",190.5,"Fougères","1",42.7422873169212
"793",2015,8,15655,2015-07-11,"Rennes",181.5,"Mûr-de-Bretagne","1",41.7374640689875
"775",2015,10,15727,2015-07-14,"Tarbes",167,"La Pierre Saint-Martin","3",38.227252495708
"776",2015,11,18121,2015-07-15,"Pau",188,"Cauterets","3",37.3489321781359
"777",2015,12,20414,2015-07-16,"Lannemezan",195,"Plateau de Beille","3",34.3881649848143
"778",2015,13,17022,2015-07-17,"Muret",198.5,"Rodez","2",41.9809658089531
"779",2015,14,15823,2015-07-18,"Rodez",178.5,"Mende","2",40.6117676799596
"780",2015,15,14195,2015-07-19,"Mende",183,"Valence","2",46.4107079957732
"781",2015,16,16210,2015-07-20,"Bourg-de-Péage",201,"Gap","2",44.6391116594695
"782",2015,17,15137,2015-07-22,"Digne-les-Bains",161,"Pra-Loup","3",38.2902820902425
"783",2015,18,18220,2015-07-23,"Gap",186.5,"Saint-Jean-de-Maurienne","3",36.8496158068057
"784",2015,19,15773,2015-07-24,"Saint-Jean-de-Maurienne",138,"La Toussuire - Les Sybelles","3",31.4968617257338
"786",2015,20,11841,2015-07-25,"Modane",110.5,"Alpe d'Huez","3",33.5951355459843
"787",2015,21,10181,2015-07-26,"Sèvres",109.5,"Paris","1",38.7191827914743
"795",2016,1,15245,2016-07-02,"Mont Saint-Michel",188,"Utah Beach","1",44.3948835683831
"806",2016,2,15651,2016-07-03,"Saint-Lô",183,"Cherbourg-en-Cotentin","1",42.093156986774
"809",2016,3,21594,2016-07-04,"Granville",223.5,"Angers","1",37.2603500972492
"810",2016,4,19710,2016-07-05,"Saumur",237.5,"Limoges","1",43.37899543379
"811",2016,5,19896,2016-07-06,"Limoges",216,"Le Lioran","2",39.0832328106152
"812",2016,6,17028,2016-07-07,"Arpajon-sur-Cère",190.5,"Montauban","1",40.2748414376321
"813",2016,7,13689,2016-07-08,"L'Isle-Jourdain",162.5,"Lac de Payolle","2",42.7350427350427
"814",2016,8,17853,2016-07-09,"Pau",184,"Bagnères-de-Luchon","3",37.1030078978323
"815",2016,9,18984,2016-07-10,"Vielha Val d'Aran",184.5,"Andorra-Arcalis","3",34.9873577749684
"796",2016,10,15758,2016-07-12,"Escaldes-Engordany",197,"Revel","2",45.0057113846935
"797",2016,11,12383,2016-07-13,"Carcassonne",162.5,"Montpellier","1",47.2421868690947
"798",2016,12,16311,2016-07-14,"Montpellier",178,"Chalet Reynard","3",39.2863711605665
"799",2016,13,3015,2016-07-15,"Bourg-Saint-Andéol",37.5,"La Caverne du Pont-d'Arc","0",44.7761194029851
"800",2016,14,20629,2016-07-16,"Montélimar",208.5,"Villars-les-Dombes","1",36.3856706578118
"801",2016,15,15889,2016-07-17,"Bourg-en-Bresse",160,"Culoz","3",36.251494744792
"802",2016,16,15962,2016-07-18,"Moirans-en-Montagne",209,"Bern","1",47.13695025686
"803",2016,17,16593,2016-07-20,"Bern",184.5,"Finhaut-Émosson","3",40.0289278611463
"804",2016,18,1843,2016-07-21,"Sallanches",17,"Megève","3",33.2067281606077
"805",2016,19,15248,2016-07-22,"Albertville",146,"Saint Gervais-les-Bains","3",34.4700944386149
"807",2016,20,14805,2016-07-23,"Megève",146.5,"Morzine","3",35.6231003039514
"808",2016,21,9788,2016-07-24,"Chantilly",113,"Paris","1",41.5610952186351
"816",2017,1,964,2017-07-01,"Düsseldorf",14,"Düsseldorf","0",52.2821576763485
"827",2017,2,16626,2017-07-02,"Düsseldorf",203.5,"Liège","1",44.0635149765428
"830",2017,3,18439,2017-07-03,"Verviers",212.5,"Longwy","2",41.4881501166007
"831",2017,4,17634,2017-07-04,"Mondorf-les-Bains",207.5,"Vittel","1",42.3613473970738
"832",2017,5,13446,2017-07-05,"Vittel",160.5,"La Planche des Belles Filles","2",42.9718875502008
"833",2017,6,18334,2017-07-06,"Vesoul",216,"Troyes","1",42.4130031635213
"834",2017,7,18198,2017-07-07,"Troyes",213.5,"Nuits-Saint-Georges","1",42.2354104846686
"835",2017,8,16229,2017-07-08,"Dole",187.5,"Station des Rousses","2",41.5922114732886
"836",2017,9,18442,2017-07-09,"Nantua",181.5,"Chambéry","3",35.4299967465568
"817",2017,10,14460,2017-07-11,"Périgueux",178,"Bergerac","1",44.3153526970954
"818",2017,11,16467,2017-07-12,"Eymet",203.5,"Pau","1",44.4889779559118
"819",2017,12,20978,2017-07-13,"Pau",214.5,"Peyragudes","3",36.8099914195824
"820",2017,13,9389,2017-07-14,"Saint-Girons",101,"Foix","3",38.7261689210779
"821",2017,14,15716,2017-07-15,"Blagnac",181.5,"Rodez","2",41.5754644947824
"822",2017,15,16907,2017-07-16,"Laissac-Sévérac-l'Église",189.5,"Le Puy-en-Velay","2",40.350150825102
"823",2017,16,13095,2017-07-18,"Le Puy-en-Velay",165,"Romans-sur-Isère","2",45.360824742268
"824",2017,17,18461,2017-07-19,"La Mure",183,"Serre Chevalier","3",35.6860408428579
"825",2017,18,16833,2017-07-20,"Briançon",179.5,"Col d'Izoard","3",38.3888789877027
"826",2017,19,18369,2017-07-21,"Embrun",222.5,"Salon-de-Provence","1",43.6060754532092
"828",2017,20,1695,2017-07-22,"Marseille",22.5,"Marseille","0",47.787610619469
"829",2017,21,8739,2017-07-23,"Montgeron",103,"Paris","1",42.4304840370752
